,date,Mercedes-Benz_메르세데스벤츠코리아_x,ASTON MARTIN_기흥애스턴마틴밴티지,ASTON MARTIN_기흥인터내셔널애스턴마틴,Nissan_닛산엑스트레일,Nissan_닛산알티마,Nissan_닛산인피니티Q30,Nissan_닛산인피니티Q50,Nissan_닛산인피니티QX50,Mercedes-Benz_더클래스효성,Mercedes-Benz_더클래스효성벤츠E클래스,Mercedes-Benz_더클래스효성벤츠GLE쿠페,Mercedes-Benz_더클래스효성벤츠S클래스,BMW_도이치모터스,BMW_도이치모터스BMW,Lincoln_링컨컨티넨탈,Lincoln_링컨에비에이터,Mercedes-Benz_메르세데스벤츠,Mercedes-Benz_벤츠E클래스,Mercedes-Benz_벤츠EQ,Mercedes-Benz_벤츠GLA클래스,Mercedes-Benz_벤츠S350DAMG,Mercedes-Benz_벤츠S클래스,Mercedes-Benz_벤츠SUV,Mercedes-Benz_벤츠C클래스,Mercedes-Benz_벤츠C클래스카브리올레,Mercedes-Benz_벤츠C클래스쿠페,Mercedes-Benz_벤츠CLS,Mercedes-Benz_메르세데스벤츠코리아_y,Volvo_볼보*,Volvo_볼보S60*,Volvo_볼보S90,Volvo_볼보크로스컨트리*,Volvo_볼보XC40,Volvo_볼보XC60,Volvo_볼보XC90,Volvo_볼보자동차코리아,비워크,비워크지프,Audi_아우디A3스포트백,Audi_아우디A5,Audi_아우디A6,Audi_아우디A6아반트,Audi_아우디A6아반트&A4,Audi_아우디A7,Audi_아우디A8,Audi_아우디A4,Audi_아우디A4&A5*,Audi_아우디Q,Audi_아우디Q7,Audi_아우디Q8,Audi_아우디코리아,Audi_아우디코리아아우디,Volkswagen_아우디폭스바겐,Volkswagen_아우디폭스바겐티록,Volkswagen_아우디폭스바겐제타,Volkswagen_아우디폭스바겐티구안,Audi_아우디폭스바겐코리아,Jaguar_재규어E-PACE,Jaguar_재규어F-PACE,Jaguar_재규어XE,Jaguar_재규어XF,Jaguar_재규어XJ,Land Rover_재규어랜드로버레인지로버,Land Rover_재규어랜드로버레인지로버벨라,Land Rover_재규어랜드로버레인지로버스포츠,Land Rover_재규어랜드로버레인지로버이보크,Land Rover_재규어랜드로버레인지로버이보크컨버터블,Land Rover_재규어랜드로버디펜더,Land Rover_재규어랜드로버디스커버리,Land Rover_재규어랜드로버디스커버리스포츠,Land Rover_재규어랜드로버코리아,Cadillac_지엠캐딜락XT6,Cadillac_지엠캐딜락CT6,Cadillac_지엠캐딜락XT5,GM_지엠코리아,Cadillac_지엠코리아캐딜락,Cadillac_캐딜락코리아,Cadillac_캐딜락*,Cadillac_캐딜락에스컬레이드플래티넘,Cadillac_캐딜락CT6,Cadillac_캐딜락XT5,Cadillac_캐딜락에스컬레이드,Chrysler_크라이슬러피아트500X,Chrysler_크라이슬러지프,Chrysler_크라이슬러지프레니게이드,Chrysler_크라이슬러지프랭글러,Chrysler_크라이슬러지프컴패스,Ford_포드레인저,Ford_포드몬데오,Ford_포드익스플로러,Ford_포드쿠가,Ford_포드포커스,Ford_포드링컨MKZ,Ford_포드세일즈서비스코리아,Porsche_포르쉐파나메라*,Porsche_포르쉐코리아,Volkswagen_폭스바겐골프,Volkswagen_폭스바겐파사트,Volkswagen_폭스바겐파사트GT,Volkswagen_폭스바겐아테온,Volkswagen_폭스바겐투아렉,Nissan_한국닛산,Lexus_한국토요타렉서스ES300H,Toyota_한국토요타자동차,Lexus_한국토요타렉서스GS450H,Lexus_한국토요타렉서스GSF,Lexus_한국토요타렉서스SUV,Lexus_한국토요타자동차렉서스,Toyota_한국토요타프리우스,Toyota_한국토요타프리우스C,Toyota_한국토요타GR수프라,Citroen_한불모터스시트로엥,한불모터스DS7크로스백,Honda_혼다코리아,BMW_BMW코리아,BMW_BMW3시리즈,BMW_BMW6시리즈그란투리스모,MINI_BMW미니컨버터블,MINI_BMW미니컨트리맨,MINI_BMW미니쿠퍼,MINI_BMW미니클럽맨,MINI_BMW미니JCW클럽맨&컨트리맨,BMW_BMW코리아5시리즈,BMW_BMW코리아7시리즈,BMW_BMWI8,BMW_BMWM5,BMW_BMWX,BMW_BMWX3,BMW_BMWX5,BMW_BMWX6,BMW_BMWX7,BMW_BMWX드라이브,BMW_BMWX레인지,Chrysler_FCA지프,Maserati_FMK마세라티,Maserati_FMK마세라티그란투리스모,Citroen_한불모터스시트로엥C4칵투스,Citroen_한불모터스시트로엥C5에어크로스,Citroen_한불모터스시트로엥그랜드C4스페이스투어러,Citroen_한불모터스시트로엥그랜드C4피카소,Toyota_한국토요타RAV4,Toyota_한국토요타시에나,Toyota_한국토요타아발론,Toyota_한국토요타캠리,Toyota_한국토요타캠리&프리우스,Toyota_한국토요타프리우스프라임,Maserati_FMK마세라티기블리,Maserati_FMK마세라티르반떼,Maserati_FMK마세라티르반떼트로페오,Maserati_FMK마세라티르반떼GTS,Maserati_FMK마세라티SUV,Lexus_한국토요타렉서스RX450HL,Lexus_한국토요타렉서스RX,Lexus_한국토요타렉서스NX,Lexus_한국토요타렉서스LC500H,Lexus_한국토요타렉서스LS,Lexus_한국토요타렉서스LS500,Lexus_한국토요타렉서스LS500H,Lexus_한국토요타렉서스UX,Lexus_한국토요타렉서스UX250H,Chrysler_FCA지프체로키&그랜드체로키,Peugeot_한불모터스푸조2008,Peugeot_한불모터스푸조3008,Peugeot_한불모터스푸조308GT,Peugeot_한불푸조308,Peugeot_한불모터스푸조5008,Peugeot_한불모터스푸조508,Peugeot_한불모터스푸조SUV,Honda_혼다CR-V,Honda_혼다CR-V&파일럿,Honda_혼다ACCORD,Honda_혼다파일럿
381,2017-01-16,1.61626,0.19431,0.19431,0.00145,,0.15511,0.71072,0.17205,2.8712,3.91829,0.81211,1.85896,2.56194,2.56194,0.12414,0.03992,2.8712,3.91829,0.00169,0.76057,0.31361,1.85896,0.75234,2.03295,2.03295,1.14439,1.14439,1.61626,0.50429,0.08128,0.27985,0.01346,0.00453,0.26869,0.36665,0.46612,,,0.03717,0.05456,0.13044,1.02298,1.02298,0.90223,0.47395,1.29924,1.29924,0.04646,0.57157,0.33106,1.24272,1.24272,1.29442,,0.20191,,0.94089,0.0012,0.34217,0.3654,0.56141,0.20907,3.36583,,0.74363,1.41684,1.41684,0.1147,1.05604,1.05604,3.36583,1.42822,0.55246,1.42773,0.24924,1.4437,1.4437,1.42362,0.47865,0.55246,1.03111,0.01427,0.21101,0.90939,,0.26981,0.00846,0.34241,0.24174,0.61005,0.08203,0.05614,0.3683,0.5873,0.97787,1.69537,0.59045,0.49849,0.03605,,,0.43969,0.01669,0.5481,0.09195,0.0317,0.14204,1.90881,0.7504,0.0133,,0.04234,,0.86995,2.56194,0.41404,0.03291,0.06824,0.09606,0.08082,0.09074,0.03291,0.85785,,0.12752,0.11542,0.58053,0.85156,0.97086,0.97594,0.01911,0.0029,0.00411,0.90939,2.14184,0.37,0.22069,0.0104,,,0.22238,0.02468,,0.48204,0.48204,0.48204,0.91883,0.79348,0.79348,0.79348,0.79348,,0.01887,0.01911,0.00241,0.07332,0.07332,,,,0.00169,0.49728,0.84067,0.21101,0.21101,0.11663,0.18633,0.18633,0.11421,0.11421,2.18782,0.58271
382,2017-01-17,1.61122,0.35451,0.35451,0.00387,,0.16576,0.7809,0.16552,2.86225,3.80262,0.83171,1.90663,2.57404,2.57404,0.11567,0.04065,2.86225,3.80262,0.0029,0.82687,0.30611,1.90663,0.79251,2.039,2.039,1.1478,1.1478,1.61122,0.47759,0.07627,0.24532,0.01502,0.00427,0.2702,0.32661,0.44144,,,0.03714,0.055,0.13378,1.04917,1.04917,0.93623,0.51676,1.3244,1.3244,0.04984,0.59481,0.34823,1.28441,1.28441,1.22208,0.00092,0.17375,0.00139,0.97245,0.00338,0.31216,0.39807,0.60715,0.24489,3.30097,,0.85906,1.9618,1.9618,0.19286,1.0391,1.0391,3.30097,0.6161,0.39565,0.61852,0.31192,0.63522,0.63522,0.61465,0.41501,0.39565,0.43606,0.02395,0.24053,0.90116,,0.302,0.00604,0.55004,0.2323,0.59771,0.06727,0.05299,0.37871,0.68337,0.9394,1.79701,0.64925,0.39662,0.02661,,,0.45929,0.01282,0.58464,0.06945,0.01887,0.12825,1.60971,0.76662,0.00967,,0.04984,,0.92633,2.57404,0.44187,0.03218,0.07985,0.12946,0.09098,0.08929,0.0542,1.04708,,0.11978,0.11397,0.5769,0.82663,0.9786,1.0103,0.01621,0.00725,0.00193,0.90116,2.29502,0.33878,0.21851,0.01113,,,0.22747,0.01258,,0.41186,0.41186,0.41186,0.89366,0.98755,0.98755,0.98755,0.98755,,0.01185,0.02323,,0.04597,0.04597,,,,0.00532,0.4755,0.64708,0.18536,0.18536,0.08784,0.18657,0.18657,0.11639,0.11639,2.14693,0.44719
383,2017-01-18,1.54311,0.20012,0.20012,0.00266,,0.1706,0.66111,0.13745,2.74125,3.65767,0.80195,1.88001,2.70326,2.70326,0.11228,0.04646,2.74125,3.65767,,0.66547,0.30708,1.88001,0.74629,1.9347,1.9347,1.08909,1.08909,1.54311,0.46233,0.08222,0.22596,0.01304,0.00307,0.2527,0.34298,0.42734,,,0.03616,0.05409,0.13282,1.0416,1.0416,0.89329,0.46402,1.31327,1.31327,0.05759,0.57714,0.18269,1.24864,1.24864,1.2654,,0.18164,,0.94537,0.00169,0.27441,0.36951,0.58222,0.23981,3.23854,,0.76904,1.72804,1.72804,0.14785,0.93504,0.93504,3.23854,0.54883,0.35766,0.55101,0.24997,0.56141,0.56141,0.54883,0.40049,0.35766,0.26401,0.01742,0.23932,0.89487,,0.2928,0.00629,0.38911,0.23182,0.54254,0.07937,0.05928,0.35015,0.65651,0.82203,1.69513,0.63885,0.40025,0.0271,,,0.53721,0.01427,0.73927,0.07985,0.01911,0.13672,1.58261,0.76517,0.00895,,0.05057,,1.30722,2.70326,0.40267,0.03363,0.08179,0.12123,0.08566,0.0784,0.05033,0.83825,,0.12075,0.10526,0.6069,0.86656,1.00546,1.02821,0.01984,0.00604,0.0029,0.89487,2.32939,0.30224,0.21246,0.01282,,,0.23134,0.01597,,0.5043,0.5043,0.5043,0.93795,0.95973,0.95973,0.95973,0.95973,,0.01234,0.02056,,0.02274,0.02274,,,,0.00362,0.3804,0.46558,0.16527,0.16527,0.06412,0.17181,0.17181,0.13188,0.13188,3.217,0.40823
384,2017-01-19,1.58943,0.19092,0.19092,0.00193,,0.17931,0.72427,0.14132,2.82353,3.63202,0.85809,1.93833,2.43562,2.43562,0.12196,0.03412,2.82353,3.63202,,0.6749,0.34265,1.93833,0.78767,1.9364,1.9364,1.09004,1.09004,1.58943,0.47554,0.07972,0.23916,0.01737,0.00787,0.41588,0.38843,0.43955,,,0.03723,0.08039,0.13011,1.02037,1.02037,0.90744,0.4768,1.3065,1.3065,0.05517,0.57762,0.1314,1.23802,1.23802,1.22964,,0.15735,,0.93733,0.0012,0.24779,0.33951,0.54544,0.22868,2.91452,,0.74218,1.51291,1.51291,0.09921,0.85809,0.85809,2.91452,0.51277,0.34023,0.51616,0.22626,0.52802,0.52802,0.51277,0.3366,0.34023,0.27175,0.01863,0.19794,0.84914,,0.29498,0.00846,0.3124,0.2294,0.54399,0.07138,0.05662,0.35475,0.58125,0.87455,1.75708,0.604,0.43388,0.02274,,,0.47308,0.01766,0.71072,0.08784,0.02153,0.14785,1.59979,0.72233,0.01258,,0.05323,,1.16542,2.43562,0.38718,0.03121,0.06315,0.11518,0.08372,0.06485,0.05759,0.70685,,0.1251,0.09897,0.5844,0.86172,0.97255,1.04249,0.02637,0.0058,,0.84914,2.22146,0.32087,0.23376,0.01161,,,0.21948,0.01403,,0.42033,0.42033,0.42033,0.85978,0.73661,0.73661,0.73661,0.73661,,0.01718,0.02855,0.0012,0.02153,0.02153,,,,0.00459,0.37266,0.4363,0.1568,0.1568,0.07259,0.16527,0.16527,0.13357,0.13357,2.80828,0.39323
385,2017-01-20,1.46165,0.47405,0.47405,0.00266,,0.18488,0.70201,0.14204,2.59654,3.41544,0.90116,1.82339,2.39666,2.39666,0.11083,0.03799,2.59654,3.41544,,0.65409,0.27756,1.82339,0.76904,1.82411,1.82411,1.02683,1.02683,1.46165,0.45375,0.07606,0.22945,0.01413,0.00636,0.34713,0.36124,0.41941,,,0.0344,0.06572,0.12774,1.00176,1.00176,0.89652,0.42927,1.24939,1.24939,0.05662,0.52777,0.10218,1.25927,1.25927,1.13011,,0.16308,,0.95342,0.0012,0.23908,0.44066,0.70757,0.27998,2.85813,,0.83123,1.44733,1.44733,0.07937,0.82421,0.82421,2.85813,0.55004,0.34943,0.55125,0.21779,0.5602,0.5602,0.55004,0.40146,0.34943,0.27296,0.02056,0.18705,0.8426,,0.30998,0.01016,0.34507,0.20327,0.54229,0.07308,0.04428,0.35403,0.54375,0.78307,1.53251,0.53503,0.38452,0.02129,,,0.48228,0.01524,0.56794,0.07429,0.01742,0.12583,1.50227,0.63619,0.00653,,0.04428,,1.03014,2.39666,0.37048,0.02879,0.07235,0.11567,0.09534,0.05565,0.05299,0.81332,,0.11615,0.10381,0.5435,0.83583,0.94037,0.96045,0.02686,0.0196,0.0012,0.8426,2.04795,0.27901,0.22287,0.01088,,,0.19334,0.01427,,0.332,0.332,0.332,0.75984,0.687,0.687,0.687,0.687,,0.015,0.02153,,0.02395,0.02395,,,,0.00556,0.33442,0.38161,0.13357,0.13357,0.05686,0.14833,0.14833,0.12147,0.12147,2.45425,0.34967
386,2017-01-21,1.46615,0.20157,0.20157,0.00193,,0.19141,0.72766,0.15196,2.60453,3.45222,1.05483,1.77644,2.46514,2.46514,0.11179,0.02758,2.60453,3.45222,0.00338,0.71386,0.32136,1.77644,1.0316,1.82581,1.82581,1.02779,1.02779,1.46615,0.46819,0.07633,0.27532,0.01424,0.00693,0.29073,0.45277,0.43275,,,0.03209,0.06543,0.12699,0.99593,0.99593,0.9134,0.4392,1.22761,1.22761,0.04573,0.59456,0.09543,1.21145,1.21145,0.9795,,0.15859,,0.91721,0.00145,0.23763,0.33297,0.54786,0.21827,3.18772,,0.95973,1.50372,1.50372,0.11373,0.99917,0.99917,3.18772,0.5815,0.29934,0.58416,0.19044,0.58682,0.58682,0.5815,0.44017,0.29934,0.27272,0.0179,0.22916,0.91689,,0.32184,0.0104,0.31507,0.21028,0.52221,0.06267,0.04767,0.37919,0.57641,1.32416,1.69586,0.62021,0.3245,0.02468,,,0.41089,0.01403,0.54278,0.07767,0.01718,0.16963,1.50372,0.68458,0.00532,,0.0438,,0.87043,2.46514,0.33467,0.02952,0.0617,0.11518,0.07864,0.06049,0.0467,0.49438,,0.12317,0.09123,0.63885,1.0316,1.5434,1.25955,0.02468,0.00629,0.00871,0.91689,2.76739,0.30998,0.17423,0.01113,,,0.20907,0.01718,,0.34023,0.34023,0.34023,0.89778,1.2293,1.2293,1.2293,1.2293,,0.01911,0.01524,,0.02032,0.02032,,,,0.0029,0.34265,0.35935,0.13551,0.13551,0.05154,0.14785,0.14785,0.14035,0.14035,2.07118,0.36613
387,2017-01-22,1.49012,0.19625,0.19625,0.00145,,0.17665,0.76396,0.16285,2.64712,3.88272,1.00958,1.72683,2.44312,2.44312,0.11591,0.03508,2.64712,3.88272,0.0012,0.81913,0.26957,1.72683,0.92077,2.33398,2.33398,1.31385,1.31385,1.49012,0.55918,0.08431,0.41947,0.02003,0.00824,0.34726,0.50213,0.51686,,,0.0325,0.06306,0.12926,1.01367,1.01367,0.86214,0.40817,1.26463,1.26463,0.06751,0.64369,0.09359,1.22657,1.22657,1.01915,,0.15271,,0.92866,,0.26497,0.34265,0.5377,0.22069,3.24967,,0.92198,1.99617,1.99617,0.098,1.01877,1.01877,3.24967,0.54423,0.31095,0.5481,0.14519,0.54955,0.54955,0.54423,0.38742,0.31095,0.27925,0.01064,0.2248,0.97037,,0.31894,0.0104,0.36685,0.21537,0.55584,0.0617,0.05928,0.59239,0.56504,1.22737,1.65617,0.65046,0.35959,0.02807,,,0.44719,0.01306,0.55826,0.09195,0.02056,0.16406,1.5134,0.72088,0.00919,,0.03508,,1.08459,2.44312,0.36032,0.02347,0.06824,0.09824,0.06654,0.05493,0.05226,0.46994,,0.10478,0.09727,0.70733,1.09645,1.41539,1.12525,0.02758,0.01234,0.00411,0.97037,2.72867,0.30587,0.1885,0.00774,,,0.23787,0.02371,,0.41549,0.41549,0.41549,0.89052,1.29754,1.29754,1.29754,1.29754,,0.01282,0.01863,0.00145,0.0179,0.0179,,,,0.00241,0.36177,0.37943,0.16237,0.16237,0.05444,0.17737,0.17737,0.151,0.151,2.61324,0.54617
388,2017-01-23,1.51709,0.30297,0.30297,0.00387,,0.14833,0.68434,0.13817,2.69503,3.82754,0.99893,1.82072,2.49225,2.49225,0.10357,0.03605,2.69503,3.82754,,0.71411,0.30393,1.82072,0.80993,1.99907,1.99907,1.12532,1.12532,1.51709,0.57921,0.06902,0.26999,0.01429,0.00746,0.28103,0.41903,0.53537,,,0.03562,0.06838,0.13391,1.05016,1.05016,0.88498,0.44925,1.31739,1.31739,0.05275,0.58029,0.09257,1.22289,1.22289,1.19898,,0.15534,,0.92588,,0.26401,0.3141,0.51083,0.21706,3.38494,,1.06378,1.9105,1.9105,0.10574,1.00328,1.00328,3.38494,0.67999,0.45978,0.68289,0.19141,0.69257,0.69257,0.67999,0.38742,0.45978,0.37871,0.01476,0.34556,0.98804,,0.38379,0.01451,0.29208,0.22626,0.63038,0.18488,0.08034,0.39758,0.64103,1.44201,1.78636,0.58827,0.36782,0.02661,,0.0012,0.42977,0.01306,0.56552,0.07671,0.02613,0.14156,1.31956,0.70636,0.01161,,0.05226,,0.96263,2.49225,0.40025,0.03,0.06364,0.09655,0.07961,0.06049,0.04017,0.67297,,0.12462,0.1009,0.65095,0.98562,1.22688,1.12016,0.06001,0.00508,0.00387,0.98804,2.90387,0.36806,0.32789,0.01113,,,0.22287,0.02032,,0.32233,0.32233,0.32233,1.0299,1.70602,1.70602,1.70602,1.70602,0.00169,0.01234,0.0271,0.00145,0.01621,0.01621,,,,,0.39976,0.40993,0.15245,0.15245,0.06436,0.16334,0.16334,0.13261,0.13261,2.13507,0.50551
389,2017-01-24,1.5299,0.4121,0.4121,0.00314,,0.17665,0.67829,0.14253,2.71778,3.59523,1.0028,1.8154,2.40755,2.40755,0.09776,0.04234,2.71778,3.59523,,0.67152,0.28433,1.8154,0.84333,1.99955,1.99955,1.12559,1.12559,1.5299,0.60414,0.06834,0.31716,0.01763,0.00777,0.35116,0.60513,0.55841,,,0.03385,0.06956,0.1338,1.04929,1.04929,0.88969,0.46427,1.24479,1.24479,0.04234,0.61465,0.10238,1.2092,1.2092,1.20041,,0.1719,0.00092,0.91551,0.00217,0.34265,0.29934,0.5014,0.22626,3.06649,,0.90044,1.65061,1.65061,0.09147,0.98925,0.98925,3.06649,0.71798,0.58561,0.71822,0.20641,0.72959,0.72959,0.71677,0.40896,0.58561,1.0299,0.01185,0.219,0.9002,,0.38137,0.01185,0.29982,0.23255,0.60739,0.22214,0.07985,0.3942,0.64828,1.38224,1.80475,0.61392,0.38089,0.02734,,,0.43727,0.01718,0.54012,0.07162,0.02032,0.13866,1.38635,0.75137,0.00629,,0.04984,,0.87576,2.40755,0.39734,0.0375,0.05831,0.10623,0.07622,0.05372,0.03944,0.78404,,0.11107,0.09413,0.60473,0.98538,1.2293,1.10298,0.05493,0.0058,0.0012,0.9002,2.31075,0.29571,0.28845,0.01209,,,0.20786,0.01839,,0.32063,0.32063,0.32063,0.83704,0.96094,0.96094,0.96094,0.96094,,0.01258,0.02734,0.00145,0.01863,0.01863,,,,,0.4063,0.43146,0.15148,0.15148,0.06582,0.1827,0.1827,0.12946,0.12946,1.81322,0.58851
390,2017-01-25,1.44163,0.25094,0.25094,0.00459,,0.19964,0.67829,0.13938,2.56097,3.35228,0.85035,1.71014,2.30664,2.30664,0.16673,0.0346,2.56097,3.35228,,0.66547,0.27901,1.71014,0.76807,1.89163,1.89163,1.06484,1.06484,1.44163,0.5927,0.07079,0.36965,0.0158,0.00986,0.26013,0.55552,0.54784,,,0.03513,0.06735,0.14279,1.11978,1.11978,0.90707,0.43945,1.34521,1.34521,0.05154,0.58464,0.07908,1.41683,1.41683,1.99109,,0.18706,,1.07271,,0.25892,0.31652,0.46921,0.21343,2.95178,,0.79082,1.59253,1.59253,0.08445,0.92512,0.92512,2.95178,0.64248,0.4242,0.64393,0.20665,0.65119,0.65119,0.64078,0.36104,0.4242,0.97836,0.01161,0.27272,0.85882,,0.32547,0.00967,0.29909,0.20738,0.59602,0.13745,0.05372,0.42783,0.62239,0.974,1.5647,0.72524,0.48228,0.02419,,,0.45445,0.01379,0.52826,0.05686,0.01839,0.14156,1.2852,0.58682,0.00822,,0.05444,,0.96118,2.30664,0.38694,0.03557,0.05614,0.098,0.07477,0.05396,0.04162,0.59093,,0.12123,0.09703,0.59723,0.91593,1.14582,1.04079,0.02807,0.00701,,0.85882,2.13289,0.25602,0.31845,0.00967,,,0.20085,0.0179,,0.32087,0.32087,0.32087,0.7567,0.77509,0.77509,0.77509,0.77509,,0.01572,0.0225,0.0012,0.01403,0.01403,,,,,0.3879,0.38815,0.14495,0.14495,0.05614,0.17157,0.17157,0.14979,0.14979,1.88848,0.92681
391,2017-01-26,1.44163,0.22456,0.22456,0.00193,,0.22335,0.68942,0.13309,2.56097,3.48997,0.91786,1.79338,2.3456,2.3456,0.11567,0.04718,2.56097,3.48997,,0.64828,0.29837,1.79338,0.78477,1.94438,1.94438,1.09454,1.09454,1.44163,0.53153,0.06386,0.38279,0.01419,0.00506,0.24691,0.4145,0.4913,,,0.0316,0.06605,0.14714,1.15391,1.15391,0.95112,0.45806,1.37716,1.37716,0.07816,0.60957,0.09073,1.42378,1.42378,1.53536,,0.17607,,1.07797,0.0012,0.30055,0.31192,0.53842,0.22117,3.16449,,0.78356,1.67698,1.67698,0.07816,0.98683,0.98683,3.16449,0.72959,0.468,0.72669,0.18681,0.73419,0.73419,0.72475,0.42614,0.468,1.58164,0.00798,0.22916,1.05362,,0.31991,0.00798,0.3262,0.22819,0.54713,0.12172,0.04936,0.40339,0.67757,0.96166,1.6177,0.69547,0.46147,0.02879,,,0.49293,0.00967,0.53189,0.0692,0.01984,0.15342,1.40136,0.65772,0.00701,,0.06485,,0.89874,2.3456,0.38282,0.05009,0.05009,0.0876,0.07017,0.05807,0.03896,0.57666,,0.12486,0.09703,0.59287,0.94496,1.09814,1.07273,0.05396,0.00483,0.00169,1.05362,2.32455,0.27344,0.26643,0.00677,,,0.19843,0.01403,,0.36685,0.36685,0.36685,0.80146,0.78985,0.78985,0.78985,0.78985,,0.01742,0.01572,0.0012,0.02153,0.02153,,,,0.00145,0.39565,0.38645,0.15293,0.15293,0.04476,0.17423,0.17423,0.13551,0.13551,1.89671,0.82349
392,2017-01-27,1.40403,0.33249,0.33249,0.00241,,0.20181,0.68628,0.14858,2.49418,3.74914,1.11,1.78854,2.30712,2.30712,0.10284,0.0438,2.49418,3.74914,,0.66498,0.30539,1.78854,0.82954,2.01311,2.01311,1.13322,1.13322,1.40403,0.56845,0.07335,0.45135,0.01476,0.00631,0.25635,0.40002,0.52543,,,0.03402,0.06421,0.15553,1.21968,1.21968,0.94132,0.44615,1.41636,1.41636,0.06533,0.64756,0.07704,1.4295,1.4295,1.32426,,0.17515,,1.08231,,0.2703,0.32426,0.51229,0.22384,3.97806,,1.03232,2.10361,2.10361,0.09582,1.3999,1.3999,3.97806,0.60811,0.50914,0.60787,0.13938,0.6115,0.6115,0.60545,0.3758,0.50914,0.91375,0.00895,0.21779,1.2022,,0.50624,0.01113,0.35814,0.22747,0.56262,0.13164,0.04936,0.39807,0.65966,1.18357,1.68811,0.75863,0.44477,0.02202,,,0.45687,0.01766,0.5573,0.07888,0.02226,0.18826,1.42386,0.78888,0.0058,,0.0496,,0.86196,2.30712,0.36371,0.04912,0.05444,0.07598,0.06219,0.05541,0.03678,0.46824,,0.1176,0.08614,0.65845,1.01563,1.30988,1.28327,0.07743,0.00653,0.00217,1.2022,2.99946,0.28966,0.2323,0.00701,,,0.20109,0.00967,,0.45179,0.45179,0.45179,0.85252,1.09161,1.09161,1.09161,1.09161,,0.01427,0.02081,0.00145,0.01645,0.01645,,,,0.0012,0.40847,0.40896,0.19092,0.19092,0.03992,0.1752,0.1752,0.11881,0.11881,2.05158,0.67781
393,2017-01-28,1.74281,0.27973,0.27973,0.00362,,0.28699,1.21454,0.22287,3.09601,4.79018,1.12307,2.5058,2.71657,2.71657,0.14277,0.03508,3.09601,4.79018,,0.80679,0.40025,2.5058,1.07515,2.6401,2.6401,1.48617,1.48617,1.74281,0.74022,0.08906,0.62295,0.0158,0.0073,0.3358,0.51346,0.6842,,,0.03858,0.07214,0.21389,1.67738,1.67738,1.63853,0.6431,1.66754,1.66754,0.06461,0.83268,0.1128,1.81738,1.81738,1.5697,,0.20872,0.00154,1.37598,,0.29837,0.4138,0.6236,0.25166,4.64789,,1.81903,2.28583,2.28583,0.10187,1.53445,1.53445,4.64789,0.65651,0.48059,0.65603,0.14809,0.65917,0.65917,0.65385,0.42081,0.48059,0.41428,0.01476,0.22384,1.31085,,0.52366,0.01016,0.38694,0.26134,0.66522,0.13115,0.05541,0.5769,0.83171,1.26584,2.08933,0.91665,0.53334,0.02419,,,0.53068,0.02008,0.65022,0.12728,0.02686,0.23787,2.05884,0.91326,0.00822,,0.08832,,1.03135,2.71657,0.40073,0.03121,0.05468,0.09268,0.08445,0.05662,0.03436,0.62699,,0.16382,0.10332,0.75113,1.1901,1.55308,1.58357,0.03605,0.00725,0.00483,1.31085,3.55192,0.35475,0.24029,0.00725,,,0.24247,0.02032,,0.55222,0.55222,0.55222,1.07782,1.31545,1.31545,1.31545,1.31545,,0.02105,0.02589,0.00241,0.01669,0.01669,,,,0.00241,0.44647,0.46631,0.22311,0.22311,0.05662,0.21367,0.21367,0.14858,0.14858,2.42691,0.56649
394,2017-01-29,1.60278,0.47913,0.47913,0.00314,,0.23521,0.98634,0.21875,2.84724,4.10244,0.98949,2.04892,2.52153,2.52153,0.19915,0.03726,2.84724,4.10244,,0.69233,0.3383,2.04892,0.97158,2.19411,2.19411,1.23512,1.23512,1.60278,0.70658,0.08786,0.60886,0.01544,0.00657,0.33479,0.5214,0.6531,,,0.03769,0.07292,0.19784,1.55154,1.55154,1.23358,0.52309,1.51896,1.51896,0.06243,0.82155,0.09196,1.76445,1.76445,1.44381,,0.203,0.00092,1.3359,,0.33951,0.34822,0.55391,0.21875,3.99234,,1.8517,1.96229,1.96229,0.09171,1.27697,1.27697,3.99234,0.62142,0.506,0.62167,0.1372,0.62602,0.62602,0.62021,0.41815,0.506,0.76347,0.00556,0.21972,1.13057,,0.34894,0.01476,0.35015,0.33418,0.6432,0.1493,0.0755,0.63086,0.79154,1.10347,1.76192,0.86438,0.521,0.02565,,,0.51108,0.01306,0.61707,0.09364,0.01984,0.20206,1.75732,0.84212,0.00846,,0.06678,,1.0299,2.52153,0.36201,0.03387,0.05372,0.07066,0.06993,0.0467,0.04017,0.54665,,0.13188,0.08518,0.73419,1.07443,1.41709,1.29899,0.04791,0.00459,0.00241,1.13057,2.92395,0.36274,0.26981,0.00774,,,0.22432,0.02468,,0.47042,0.47042,0.47042,1.06378,1.43185,1.43185,1.43185,1.43185,,0.01355,0.02274,0.0012,0.02056,0.02056,,,,0.00169,0.38379,0.36976,0.16358,0.16358,0.05202,0.17931,0.17931,0.13986,0.13986,2.27591,0.52656
