,date,Mercedes-Benz_메르세데스벤츠코리아_x,ASTON MARTIN_기흥애스턴마틴밴티지,ASTON MARTIN_기흥인터내셔널애스턴마틴,Nissan_닛산엑스트레일,Nissan_닛산알티마,Nissan_닛산인피니티Q30,Nissan_닛산인피니티Q50,Nissan_닛산인피니티QX50,Mercedes-Benz_더클래스효성,Mercedes-Benz_더클래스효성벤츠E클래스,Mercedes-Benz_더클래스효성벤츠GLE쿠페,Mercedes-Benz_더클래스효성벤츠S클래스,BMW_도이치모터스,BMW_도이치모터스BMW,Lincoln_링컨컨티넨탈,Lincoln_링컨에비에이터,Mercedes-Benz_메르세데스벤츠,Mercedes-Benz_벤츠E클래스,Mercedes-Benz_벤츠EQ,Mercedes-Benz_벤츠GLA클래스,Mercedes-Benz_벤츠S350DAMG,Mercedes-Benz_벤츠S클래스,Mercedes-Benz_벤츠SUV,Mercedes-Benz_벤츠C클래스,Mercedes-Benz_벤츠C클래스카브리올레,Mercedes-Benz_벤츠C클래스쿠페,Mercedes-Benz_벤츠CLS,Mercedes-Benz_메르세데스벤츠코리아_y,Volvo_볼보*,Volvo_볼보S60*,Volvo_볼보S90,Volvo_볼보크로스컨트리*,Volvo_볼보XC40,Volvo_볼보XC60,Volvo_볼보XC90,Volvo_볼보자동차코리아,비워크,비워크지프,Audi_아우디A3스포트백,Audi_아우디A5,Audi_아우디A6,Audi_아우디A6아반트,Audi_아우디A6아반트&A4,Audi_아우디A7,Audi_아우디A8,Audi_아우디A4,Audi_아우디A4&A5*,Audi_아우디Q,Audi_아우디Q7,Audi_아우디Q8,Audi_아우디코리아,Audi_아우디코리아아우디,Volkswagen_아우디폭스바겐,Volkswagen_아우디폭스바겐티록,Volkswagen_아우디폭스바겐제타,Volkswagen_아우디폭스바겐티구안,Audi_아우디폭스바겐코리아,Jaguar_재규어E-PACE,Jaguar_재규어F-PACE,Jaguar_재규어XE,Jaguar_재규어XF,Jaguar_재규어XJ,Land Rover_재규어랜드로버레인지로버,Land Rover_재규어랜드로버레인지로버벨라,Land Rover_재규어랜드로버레인지로버스포츠,Land Rover_재규어랜드로버레인지로버이보크,Land Rover_재규어랜드로버레인지로버이보크컨버터블,Land Rover_재규어랜드로버디펜더,Land Rover_재규어랜드로버디스커버리,Land Rover_재규어랜드로버디스커버리스포츠,Land Rover_재규어랜드로버코리아,Cadillac_지엠캐딜락XT6,Cadillac_지엠캐딜락CT6,Cadillac_지엠캐딜락XT5,GM_지엠코리아,Cadillac_지엠코리아캐딜락,Cadillac_캐딜락코리아,Cadillac_캐딜락*,Cadillac_캐딜락에스컬레이드플래티넘,Cadillac_캐딜락CT6,Cadillac_캐딜락XT5,Cadillac_캐딜락에스컬레이드,Chrysler_크라이슬러피아트500X,Chrysler_크라이슬러지프,Chrysler_크라이슬러지프레니게이드,Chrysler_크라이슬러지프랭글러,Chrysler_크라이슬러지프컴패스,Ford_포드레인저,Ford_포드몬데오,Ford_포드익스플로러,Ford_포드쿠가,Ford_포드포커스,Ford_포드링컨MKZ,Ford_포드세일즈서비스코리아,Porsche_포르쉐파나메라*,Porsche_포르쉐코리아,Volkswagen_폭스바겐골프,Volkswagen_폭스바겐파사트,Volkswagen_폭스바겐파사트GT,Volkswagen_폭스바겐아테온,Volkswagen_폭스바겐투아렉,Nissan_한국닛산,Lexus_한국토요타렉서스ES300H,Toyota_한국토요타자동차,Lexus_한국토요타렉서스GS450H,Lexus_한국토요타렉서스GSF,Lexus_한국토요타렉서스SUV,Lexus_한국토요타자동차렉서스,Toyota_한국토요타프리우스,Toyota_한국토요타프리우스C,Toyota_한국토요타GR수프라,Citroen_한불모터스시트로엥,한불모터스DS7크로스백,Honda_혼다코리아,BMW_BMW코리아,BMW_BMW3시리즈,BMW_BMW6시리즈그란투리스모,MINI_BMW미니컨버터블,MINI_BMW미니컨트리맨,MINI_BMW미니쿠퍼,MINI_BMW미니클럽맨,MINI_BMW미니JCW클럽맨&컨트리맨,BMW_BMW코리아5시리즈,BMW_BMW코리아7시리즈,BMW_BMWI8,BMW_BMWM5,BMW_BMWX,BMW_BMWX3,BMW_BMWX5,BMW_BMWX6,BMW_BMWX7,BMW_BMWX드라이브,BMW_BMWX레인지,Chrysler_FCA지프,Maserati_FMK마세라티,Maserati_FMK마세라티그란투리스모,Citroen_한불모터스시트로엥C4칵투스,Citroen_한불모터스시트로엥C5에어크로스,Citroen_한불모터스시트로엥그랜드C4스페이스투어러,Citroen_한불모터스시트로엥그랜드C4피카소,Toyota_한국토요타RAV4,Toyota_한국토요타시에나,Toyota_한국토요타아발론,Toyota_한국토요타캠리,Toyota_한국토요타캠리&프리우스,Toyota_한국토요타프리우스프라임,Maserati_FMK마세라티기블리,Maserati_FMK마세라티르반떼,Maserati_FMK마세라티르반떼트로페오,Maserati_FMK마세라티르반떼GTS,Maserati_FMK마세라티SUV,Lexus_한국토요타렉서스RX450HL,Lexus_한국토요타렉서스RX,Lexus_한국토요타렉서스NX,Lexus_한국토요타렉서스LC500H,Lexus_한국토요타렉서스LS,Lexus_한국토요타렉서스LS500,Lexus_한국토요타렉서스LS500H,Lexus_한국토요타렉서스UX,Lexus_한국토요타렉서스UX250H,Chrysler_FCA지프체로키&그랜드체로키,Peugeot_한불모터스푸조2008,Peugeot_한불모터스푸조3008,Peugeot_한불모터스푸조308GT,Peugeot_한불푸조308,Peugeot_한불모터스푸조5008,Peugeot_한불모터스푸조508,Peugeot_한불모터스푸조SUV,Honda_혼다CR-V,Honda_혼다CR-V&파일럿,Honda_혼다ACCORD,Honda_혼다파일럿
512,2017-05-27,7262.6,831.4,831.4,,,4146.2,3778.9,542.9,12901.7,15127.6,4408.5,8151.1,10556.6,10556.6,264.4,169.5,12901.7,15127.6,5.0,2528.7,1429.8,8151.1,3195.7,9111.7,9111.7,5129.2,5129.2,7262.6,3338.2,279.5,902.2,57.4,73.9,1818.2,3982.8,3085.6,,,114.5,186.9,482.9,3787.5,3787.5,3488.9,1870.7,4947.3,4947.3,200.8,1855.6,193.4,4743.9,4743.9,4375.7,,450.3,,3591.7,,1081.7,1267.3,2483.2,1159.4,11907.7,2283.5,2513.5,5981.6,5981.6,317.8,5317.7,5317.7,11907.7,4335.8,1745.6,4338.9,654.9,4353.0,4353.0,4318.7,5682.9,1745.6,3923.2,126.1,1201.7,4216.8,,1314.8,44.4,1258.3,684.1,3198.7,366.3,197.7,2072.6,2839.4,3622.5,8239.9,2677.0,1271.4,125.1,,,2054.4,44.4,1866.7,351.1,1013.1,705.3,6985.6,2849.5,42.4,,332.0,33.3,3317.7,10556.6,1634.6,119.0,299.7,530.7,361.2,216.9,191.7,2191.6,,724.5,375.4,2773.8,4104.8,4733.4,5187.5,63.5,16.1,,4216.8,9400.3,1292.6,584.2,39.3,,,871.8,103.9,,1082.7,1082.7,1082.7,4047.3,2578.1,2578.1,2578.1,2578.1,,95.8,60.5,267.4,23.2,23.2,27.2,,,,508.5,811.2,872.8,872.8,173.5,727.5,727.5,581.2,581.2,6460.9,1546.8
513,2017-05-28,7566.5,758.8,758.8,6.0,,4682.0,3566.0,595.3,13441.5,17022.6,4514.5,8105.7,10952.2,10952.2,175.5,158.4,13441.5,17022.6,24.2,2379.3,1376.3,8105.7,3307.7,9302.4,9302.4,5236.5,5236.5,7566.5,3740.9,328.5,1018.3,68.5,84.2,2131.6,3814.3,3457.8,,,124.0,201.4,504.7,3958.2,3958.2,3568.1,1762.5,4947.3,4947.3,224.0,2131.1,190.0,4949.3,4949.3,5291.0,,439.3,3.2,3747.2,,1007.0,1387.4,2383.3,779.0,13019.7,2442.9,2759.7,6762.6,6762.6,244.2,6026.0,6026.0,13019.7,5737.4,1414.6,5750.5,665.0,5763.7,5763.7,5731.4,6620.3,1414.6,2711.3,125.1,1348.1,4882.8,,1565.0,71.6,1538.8,679.1,3724.4,268.4,206.8,1811.2,2983.7,3668.9,8439.7,2975.7,1458.1,154.4,,,2169.4,55.5,2151.3,252.2,278.5,712.4,6904.9,2892.9,52.5,,281.5,245.2,3589.2,10952.2,1769.8,83.7,349.1,500.5,339.0,233.1,221.0,2036.2,,668.0,331.0,2913.1,4998.8,4918.1,5026.0,63.5,15.1,,4882.8,8501.2,1132.1,621.6,35.3,,,910.1,133.2,,1202.8,1202.8,1202.8,3517.5,2314.7,2314.7,2314.7,2314.7,,61.5,74.6,270.4,35.3,35.3,25.2,,,,600.4,792.1,644.8,644.8,187.7,981.8,981.8,617.5,617.5,7045.2,1613.5
514,2017-05-29,7310.9,723.5,723.5,,,3406.5,2988.8,518.6,12987.4,15673.5,4141.1,7944.2,10941.1,10941.1,172.5,192.7,12987.4,15673.5,16.1,2263.3,1368.2,7944.2,2872.7,8960.3,8960.3,5044.0,5044.0,7310.9,2646.4,290.2,700.1,82.4,67.2,1704.7,4144.5,2446.1,,,145.2,206.3,498.5,3909.1,3909.1,3457.3,1711.8,5121.9,5121.9,272.4,1930.3,263.3,4820.6,4820.6,5199.8,,533.5,,3649.7,7.0,1112.0,1249.2,2431.8,781.0,10975.4,2186.6,2658.8,5366.1,5366.1,239.1,4510.4,4510.4,10975.4,3886.8,1244.1,3889.8,988.8,3961.5,3961.5,3877.7,5329.8,1244.1,1587.2,130.1,1278.5,4116.9,,1311.7,32.3,1242.1,649.8,3487.2,239.1,214.9,1636.6,2731.5,3538.7,7621.3,2851.6,1661.9,128.1,,,1997.9,46.4,2127.1,240.1,138.2,575.1,6263.1,2973.7,85.7,,242.1,321.9,4727.4,10941.1,2039.3,97.9,355.2,720.5,344.1,261.3,216.9,2778.9,,699.2,422.8,2721.4,4060.4,4469.1,4755.6,68.6,26.2,,4116.9,8659.6,1503.5,603.4,38.3,,,1113.0,103.9,5.0,1115.0,1115.0,1115.0,4254.1,1969.6,1969.6,1969.6,1969.6,,69.6,87.8,206.8,32.3,32.3,27.2,,,,794.1,956.6,650.8,650.8,221.0,713.4,713.4,621.6,621.6,8067.3,1551.9
515,2017-05-30,7189.4,743.6,743.6,,,3318.7,3114.9,522.7,12771.5,15236.6,4020.0,7987.6,11436.5,11436.5,194.7,132.2,12771.5,15236.6,,1857.6,1512.6,7987.6,2834.4,8829.1,8829.1,4970.1,4970.1,7189.4,3022.4,295.4,732.5,87.2,72.6,1877.5,3852.1,2793.6,,,134.9,204.5,481.2,3773.5,3773.5,3493.5,1642.5,4847.4,4847.4,252.2,1867.7,348.5,5024.2,5024.2,5319.1,,1161.3,,3803.9,11.1,1097.8,1271.4,2477.2,844.6,11648.4,2148.2,2458.0,5227.8,5227.8,318.8,4536.7,4536.7,11648.4,3423.7,1249.2,3426.7,1080.7,3503.4,3503.4,3415.6,4515.5,1249.2,1301.6,117.0,1254.2,4111.8,,1317.8,36.3,1071.6,696.2,3749.6,259.3,303.7,1503.5,2706.2,3501.4,7932.1,2766.8,1855.6,124.1,,,1965.6,55.5,2161.4,221.0,110.0,588.2,6463.9,3693.1,110.0,,263.3,73.6,3815.2,11436.5,2029.2,97.9,350.1,563.0,400.6,235.1,214.9,2939.3,6.0,682.1,446.0,2709.3,4000.8,4668.8,4844.4,69.6,28.2,,4111.8,8027.9,1210.8,675.0,41.4,,,875.8,84.7,,1102.9,1102.9,1102.9,3822.2,1803.1,1803.1,1803.1,1803.1,,116.0,95.8,166.5,22.2,22.2,30.2,,,,762.8,1039.3,683.1,683.1,232.0,691.2,691.2,655.9,655.9,7278.3,1761.8
516,2017-05-31,6675.9,706.3,706.3,,,4658.8,2481.2,515.6,11859.3,15937.9,4161.3,7957.3,11090.4,11090.4,170.5,171.5,11859.3,15937.9,15.1,2112.9,1536.8,7957.3,2564.0,9144.0,9144.0,5147.4,5147.4,6675.9,2624.8,271.0,731.6,68.7,70.9,1663.2,3092.4,2426.1,,,135.5,200.3,467.1,3662.8,3662.8,3383.8,1573.1,5006.9,5006.9,270.4,1718.4,266.7,4648.5,4648.5,4978.2,,1130.3,3.2,3519.4,13.1,1662.9,1420.7,3009.0,836.5,11326.6,1899.0,2217.9,5132.0,5132.0,241.1,4551.8,4551.8,11326.6,3304.6,1231.0,3308.7,983.8,3374.2,3374.2,3299.6,4784.9,1231.0,1168.5,95.8,1205.8,4115.9,,1512.6,48.4,1112.0,669.0,3686.0,243.1,338.0,1442.9,2677.0,3603.3,8280.2,2663.9,1799.1,126.1,,,1771.9,44.4,1930.3,222.0,148.3,563.0,6170.3,2584.2,5.0,,241.1,34.3,3114.9,11090.4,1741.6,62.5,284.5,369.3,300.7,189.7,145.3,1984.8,5.0,602.4,353.1,2542.8,3331.8,4570.0,4781.8,71.6,25.2,,4115.9,8661.6,1534.7,579.2,46.4,,,1425.8,51.5,,1061.5,1061.5,1061.5,5749.5,2089.7,2089.7,2089.7,2089.7,,69.6,86.8,117.0,41.4,41.4,7.0,,,,628.6,975.7,599.4,599.4,246.2,635.7,635.7,598.3,598.3,6130.9,1504.5
517,2017-06-01,7196.2,660.9,660.9,,,5105.8,2670.9,784.0,12783.6,16114.5,3897.9,7734.3,10817.0,10817.0,143.3,153.4,12783.6,16114.5,13.1,1975.7,1645.7,7734.3,2645.7,8949.2,8949.2,5037.7,5037.7,7196.2,2746.4,281.3,922.0,67.0,60.3,1736.3,4030.6,2538.5,,,132.9,193.9,454.8,3566.5,3566.5,3296.9,1547.8,4800.0,4800.0,215.9,1695.2,224.1,4612.6,4612.6,4939.9,,656.1,,3492.3,14.1,1843.5,1392.5,2521.6,874.8,10650.5,1957.5,2321.8,4674.9,4674.9,216.9,4348.0,4348.0,10650.5,3060.4,1188.6,3058.4,921.2,3120.0,3120.0,3048.3,4019.0,1188.6,2030.2,109.0,1261.3,3777.8,,1285.5,56.5,1207.8,644.8,3572.0,237.1,234.1,1289.6,2423.7,3373.2,7447.8,2609.4,1715.4,148.3,,,1899.0,42.4,2254.2,180.6,127.1,471.2,6003.8,2929.2,26.2,,238.1,16.1,4155.2,10817.0,1757.7,71.6,291.6,373.3,309.8,183.6,145.3,2166.4,6.0,541.8,340.0,2681.0,3546.8,4637.6,4656.7,82.7,21.2,,3777.8,8661.6,1312.7,530.7,42.4,,,1495.4,60.5,,1113.0,1113.0,1113.0,4880.8,3162.3,3162.3,3162.3,3162.3,,39.3,67.6,150.3,36.3,36.3,18.1,,,,680.1,1038.3,569.1,569.1,492.4,608.4,608.4,714.4,714.4,7605.2,1516.6
518,2017-06-02,6584.4,819.3,819.3,7.0,,2872.7,2459.0,721.5,11696.9,15811.8,4149.2,7964.4,10542.5,10542.5,191.7,119.0,11696.9,15811.8,7.0,1931.3,1738.6,7964.4,2880.8,8873.5,8873.5,4995.1,4995.1,6584.4,2540.7,311.7,687.9,86.4,56.8,1664.3,3776.5,2348.4,,,136.9,189.2,477.3,3743.0,3743.0,3422.1,1606.8,4728.4,4728.4,194.7,1813.2,269.2,4647.6,4647.6,4960.3,,613.5,4.5,3518.8,8.0,1845.5,1389.4,2267.3,826.4,10828.1,2084.7,2301.6,4746.5,4746.5,261.3,4508.4,4508.4,10828.1,3679.0,2023.1,3672.9,839.5,3711.2,3711.2,3663.8,3379.3,2023.1,3976.7,98.9,1231.0,4020.0,,1407.6,57.5,1344.1,674.0,3244.1,224.0,194.7,1423.7,2628.6,3370.2,7677.8,2725.4,1890.9,144.3,,,1908.1,47.4,2104.9,198.8,121.0,521.6,5762.7,2691.1,5.0,,265.4,21.2,3930.2,10542.5,1545.8,78.7,262.3,342.0,256.3,191.7,146.3,1904.1,10.0,540.8,351.1,2486.3,3507.4,4785.9,4795.0,65.5,29.2,,4020.0,8665.7,1207.8,634.7,50.4,,,1009.0,58.5,,1189.6,1189.6,1189.6,3998.8,3227.9,3227.9,3227.9,3227.9,,55.5,71.6,109.0,28.2,28.2,20.1,,,,563.0,798.1,578.2,578.2,270.4,535.8,535.8,521.6,521.6,7248.0,1458.1
519,2017-06-03,6838.9,757.8,757.8,10.0,,2955.5,2824.3,868.8,12148.9,17013.5,4408.5,8715.1,10506.2,10506.2,171.5,160.4,12148.9,17013.5,,2095.8,1686.1,8715.1,3194.6,9984.5,9984.5,5620.5,5620.5,6838.9,2809.9,318.5,735.1,63.1,67.6,1957.8,3381.7,2597.3,,,119.0,189.5,508.3,3986.2,3986.2,3649.3,1813.2,4555.8,4555.8,212.9,1960.6,229.2,4939.9,4939.9,4797.6,,680.6,,3740.1,10.0,2909.1,1335.0,2505.5,912.1,14166.0,2351.1,2479.2,5440.8,5440.8,250.2,8711.1,8711.1,14166.0,4971.6,2583.1,4936.3,663.9,4958.4,4958.4,4931.2,4194.6,2583.1,5862.5,139.2,1153.3,4440.8,,1555.9,38.3,1758.7,728.5,3923.2,244.2,271.4,1520.6,3074.6,3855.6,8529.5,3254.2,1685.1,111.0,,,2062.5,34.3,2265.3,193.7,116.0,567.1,6285.3,3082.6,9.0,,287.5,28.2,3541.7,10506.2,1431.8,69.6,335.0,346.1,289.6,195.7,168.5,1469.1,12.1,615.5,324.9,2655.8,3958.5,5292.4,5164.3,67.6,21.2,,4440.8,8925.0,1122.1,679.1,34.3,,,982.8,81.7,,1130.1,1130.1,1130.1,3693.1,2350.1,2350.1,2350.1,2350.1,,46.4,58.5,96.9,30.2,30.2,31.3,,,,553.0,711.4,677.1,677.1,159.4,645.8,645.8,582.2,582.2,6743.4,1595.3
520,2017-06-04,7361.5,733.6,733.6,,,4289.4,2542.8,638.7,13077.2,18050.9,4975.6,8562.8,11000.6,11000.6,172.5,139.2,13077.2,18050.9,,2345.0,1709.3,8562.8,3683.0,10581.9,10581.9,5956.8,5956.8,7361.5,3036.6,338.7,836.3,62.2,72.2,2132.1,3862.1,2806.8,,,135.8,206.8,516.2,4048.3,4048.3,3803.0,1925.5,5208.7,5208.7,249.2,1969.6,226.7,5036.2,5036.2,4921.1,,665.2,4.5,3813.0,,2048.3,1386.4,2296.6,904.1,12986.4,2279.4,2404.6,5312.6,5312.6,234.1,6901.9,6901.9,12986.4,4348.0,2787.0,4305.6,613.5,4328.8,4328.8,4292.5,4222.8,2787.0,4894.9,105.9,1325.9,4922.1,,1672.0,34.3,1566.0,747.7,4563.9,274.5,239.1,1592.2,3159.3,3692.1,8534.5,3708.2,1752.7,124.1,,,2309.7,50.4,2366.2,219.0,140.2,586.2,6616.3,3327.8,18.1,,272.4,29.2,3972.6,11000.6,1509.5,60.5,327.9,354.1,331.0,174.5,141.2,1422.7,9.0,572.1,350.1,2660.8,4417.6,5382.3,5213.7,65.5,23.2,,4922.1,8488.1,1214.9,631.6,38.3,,,1504.5,96.9,,1347.1,1347.1,1347.1,3597.2,2209.8,2209.8,2209.8,2209.8,,56.5,56.5,88.8,34.3,34.3,22.2,,,,579.2,836.5,649.8,649.8,319.9,760.8,760.8,641.7,641.7,8048.1,1951.5
521,2017-06-05,6995.7,811.2,811.2,11.1,,3304.6,2225.9,488.4,12427.4,16190.2,4946.3,8303.4,11287.2,11287.2,208.9,181.6,12427.4,16190.2,,2137.1,1955.5,8303.4,3267.3,10090.5,10090.5,5680.1,5680.1,6995.7,2731.6,385.5,662.7,76.3,70.3,1914.8,2316.9,2524.9,,,144.2,201.4,491.0,3850.1,3850.1,3542.2,1837.6,5102.8,5102.8,248.2,1757.7,230.0,4848.7,4848.7,5319.1,,656.1,,3671.1,5.0,1865.7,1292.6,2218.9,868.8,12028.8,2100.8,2494.3,4855.5,4855.5,268.4,6330.8,6330.8,12028.8,4419.6,3287.5,4376.2,969.7,4407.5,4407.5,4360.1,3658.8,3287.5,5743.5,113.0,1350.1,4528.6,,1745.6,50.4,1476.2,716.4,4747.6,277.5,216.9,1478.2,3010.0,3512.5,7739.4,3181.5,1763.8,80.7,,,2106.9,39.3,2438.8,222.0,116.0,576.1,7877.6,2922.2,17.1,,261.3,16.1,3632.6,11287.2,1485.3,81.7,326.9,359.2,275.5,176.5,160.4,1752.7,15.1,635.7,356.2,2706.2,4139.1,5109.8,4682.0,59.5,14.1,,4528.6,8346.8,1271.4,708.3,46.4,,,1163.4,75.6,,1365.2,1365.2,1365.2,4119.9,2161.4,2161.4,2161.4,2161.4,,41.4,69.6,132.2,60.5,60.5,22.2,,,,625.6,1107.9,711.4,711.4,278.5,679.1,679.1,596.3,596.3,7188.4,1729.5
522,2017-06-06,8218.6,905.1,905.1,9.0,,4333.8,3221.9,631.6,14599.9,18457.5,5889.8,9342.8,11793.7,11793.7,302.7,165.5,14599.9,18457.5,5.0,2495.4,2212.8,9342.8,4033.2,10702.0,10702.0,6024.4,6024.4,8218.6,2890.6,395.9,688.8,85.3,74.4,1915.3,2675.5,2671.8,,,141.8,210.3,507.2,3977.9,3977.9,3705.2,1887.8,5112.8,5112.8,209.9,1958.6,221.5,5639.5,5639.5,5289.3,,667.1,,4269.8,,2555.9,1433.8,2329.9,997.9,14102.4,2528.7,3097.7,5206.7,5206.7,293.6,10805.9,10805.9,14102.4,5589.1,3923.2,5549.8,769.9,5554.8,5554.8,5531.6,6435.7,3923.2,5868.6,147.3,1347.1,5471.0,,2204.7,64.5,1458.1,731.5,4603.3,246.2,249.2,1825.3,3153.2,3822.2,8368.0,3318.7,1714.4,99.9,,,2381.3,32.3,2706.2,262.3,126.1,672.0,7840.3,3102.8,25.2,,261.3,23.2,3874.7,11793.7,1564.0,90.8,311.8,386.5,338.0,173.5,217.9,1877.8,12.1,590.3,360.2,2975.7,4608.3,5633.5,5253.1,61.5,24.2,,5471.0,8438.6,1319.8,658.9,30.2,,,1237.1,83.7,,1535.7,1535.7,1535.7,4076.5,2559.9,2559.9,2559.9,2559.9,,45.4,71.6,110.0,66.6,66.6,31.3,,,,652.8,1802.1,753.7,753.7,287.5,761.8,761.8,738.6,738.6,7772.7,1811.2
523,2017-06-07,7463.1,704.3,704.3,6.0,,2980.7,2337.9,438.9,13257.9,17403.0,4587.1,8879.6,12684.7,12684.7,281.5,157.4,13257.9,17403.0,,2105.9,2225.9,8879.6,3395.4,9644.5,9644.5,5429.1,5429.1,7463.1,2414.6,303.5,590.4,68.3,65.7,1618.6,2014.0,2231.9,,,146.5,205.1,466.2,3656.0,3656.0,3595.0,1764.6,5045.2,5045.2,238.1,1789.0,294.0,5011.4,5011.4,5172.5,,716.1,3.8,3794.3,,2586.2,1482.3,2273.4,937.4,14411.2,2866.7,2929.2,5359.0,5359.0,246.2,6694.0,6694.0,14411.2,4328.8,3553.8,4272.3,997.9,4321.7,4321.7,4265.2,4623.4,3553.8,4705.2,117.0,1329.9,5100.7,,1807.2,120.0,1507.5,692.2,4541.7,262.3,243.1,1686.1,3110.9,3364.2,7508.3,2855.6,1659.9,127.1,,,2247.1,73.6,2391.4,232.0,91.8,549.9,6731.3,2886.9,16.1,,265.4,22.2,3520.6,12684.7,1739.6,59.5,333.0,375.4,296.6,164.5,223.0,2086.7,5.0,567.1,374.3,2967.6,7618.3,5345.9,4953.4,89.8,22.2,,5100.7,7922.0,1262.3,708.3,31.3,13.1,13.1,1203.8,98.9,,1255.2,1255.2,1255.2,4027.1,2302.6,2302.6,2302.6,2302.6,,76.7,72.6,57.5,44.4,44.4,25.2,,,,789.1,2437.8,1073.6,1073.6,350.1,859.7,859.7,625.6,625.6,6806.0,1768.8
524,2017-06-08,8155.0,850.6,850.6,6.0,,2125.0,1334.0,365.3,14486.9,9580.9,4117.9,6716.2,11181.2,11181.2,240.1,159.4,14486.9,9580.9,,2234.0,2549.8,6716.2,3935.2,6818.1,6818.1,3838.1,3838.1,8155.0,2545.8,211.9,395.7,36.1,79.4,1119.3,1870.7,2353.1,,,132.7,172.4,391.0,3066.1,3066.1,2675.9,1299.4,4281.4,4281.4,245.2,1365.2,275.2,5065.1,5065.1,4980.8,,543.2,3.8,3834.9,,2059.5,1208.8,1403.6,860.7,14641.3,3042.2,3554.8,5696.1,5696.1,305.7,6770.7,6770.7,14641.3,4415.6,2403.5,4334.8,953.5,4376.2,4376.2,4325.8,2137.1,2403.5,2351.1,142.3,1570.1,5021.0,,2716.3,125.1,1537.8,554.0,2902.0,256.3,228.0,907.1,3074.6,2041.3,7951.3,2251.1,1287.5,76.7,,,2366.2,108.0,2639.7,280.5,63.5,737.6,6455.9,2995.8,5.0,,273.4,13.1,3463.0,11181.2,1710.3,99.9,215.9,447.0,255.3,174.5,188.7,1976.7,,701.3,494.4,2460.1,3525.6,3944.3,3653.7,69.6,30.2,,5021.0,8428.5,877.9,788.1,42.4,7.0,7.0,1168.5,84.7,,1336.0,1336.0,1336.0,2648.7,1501.5,1501.5,1501.5,1501.5,,73.6,83.7,147.3,49.4,49.4,33.3,,,,515.6,1007.0,744.6,744.6,225.0,768.9,768.9,731.5,731.5,5902.9,1075.6
525,2017-06-09,7781.2,772.9,772.9,5.0,,4421.6,1772.9,471.2,13822.9,18550.3,4051.3,9085.5,11379.0,11379.0,181.6,163.5,13822.9,18550.3,,2265.3,2327.8,9085.5,3648.7,9254.0,9254.0,5209.2,5209.2,7781.2,2355.0,237.1,470.3,42.2,60.5,1190.7,2176.2,2176.8,,,133.3,186.5,450.7,3534.4,3534.4,3284.5,1705.6,4537.7,4537.7,202.8,1573.1,230.0,4925.4,4925.4,4901.5,,585.8,,3729.1,,1769.8,1190.6,1822.3,942.4,13873.4,2318.8,2804.1,5635.5,5635.5,256.3,5973.5,5973.5,13873.4,4640.6,2711.3,4574.0,868.8,4610.3,4610.3,4556.8,3366.2,2711.3,4063.4,118.0,1843.5,4643.6,,1986.8,64.5,1399.5,601.4,3522.6,255.3,239.1,1192.7,2833.4,3044.3,7915.9,2793.0,1525.6,77.7,,,2035.2,62.5,2210.8,234.1,77.7,598.3,6255.1,2986.7,13.1,,272.4,15.1,3488.2,11379.0,1672.0,82.7,284.5,433.9,272.4,184.6,158.4,2442.9,,692.2,442.0,2644.7,3809.2,4611.3,4659.8,80.7,30.2,,4643.6,8216.7,963.6,710.4,52.5,5.0,5.0,1048.4,78.7,,1179.6,1179.6,1179.6,3322.8,1895.0,1895.0,1895.0,1895.0,,78.7,86.8,91.8,35.3,35.3,25.2,,,,536.8,859.7,866.7,866.7,182.6,935.4,935.4,612.5,612.5,6385.2,1208.8
526,2017-06-10,7676.7,945.5,945.5,,,2720.4,1734.6,410.6,13637.2,20284.9,4536.7,10324.5,11563.7,11563.7,213.9,222.0,13637.2,20284.9,,2386.4,2391.4,10324.5,3978.7,11095.5,11095.5,6245.9,6245.9,7676.7,2940.0,285.0,605.7,39.6,63.5,1387.1,2020.3,2717.5,,,125.9,194.6,513.0,4022.9,4022.9,3903.9,1970.1,5319.7,5319.7,203.8,1694.2,206.2,5797.1,5797.1,4634.8,,690.3,3.2,4389.1,,1629.6,1160.4,1921.2,1004.0,13395.1,2303.6,2793.0,5118.9,5118.9,255.3,7326.7,7326.7,13395.1,4425.7,3239.0,4385.3,655.9,4401.4,4401.4,4372.2,3753.7,3239.0,4019.0,110.0,1754.7,4521.5,,1620.5,59.5,1568.1,651.8,3934.2,248.2,211.9,1291.6,2948.4,3579.1,8555.7,2900.0,1556.9,69.6,,,2165.4,52.5,2183.6,241.1,63.5,586.2,6304.5,3269.3,9.0,,298.6,9.0,3940.3,11563.7,1443.9,89.8,258.3,395.5,280.5,163.5,115.0,1486.3,,749.7,424.8,2864.7,4120.9,5579.0,5184.5,78.7,16.1,,4521.5,8514.3,1105.9,629.6,35.3,,,1121.1,79.7,6.0,1458.1,1458.1,1458.1,3871.7,2063.5,2063.5,2063.5,2063.5,,58.5,53.5,97.9,25.2,25.2,27.2,,,,498.5,721.5,685.1,685.1,128.1,764.8,764.8,870.8,870.8,8533.5,1906.1
